"in_data","out_data","Aggregation","Difficulty","Weit","ConnectInGraph","Explanation"
"activ8rlives health monitoring and food diary app","social support",3,3,6,"F",NA
"Accelerometer","mbientlabs",3,3,6,"F",NA
"accelerometer","apple watch",3,3,6,"F",NA
"accelerometer","biosensics",3,3,6,"F",NA
"accelerometer","bragi dash",3,3,6,"F",NA
"accelerometer","carepredict tempo",3,3,6,"F",NA
"accelerometer","chooseblocks.com",3,3,6,"F",NA
"accelerometer","empatica",3,3,6,"F",NA
"accelerometer","fitbit",3,3,6,"F",NA
"accelerometer","fitbug orb",3,3,6,"F",NA
"accelerometer","fossil sport smartwatch",3,3,6,"F",NA
"accelerometer","fun'iki ambient glasses",3,3,6,"F",NA
"accelerometer","garmin approach",3,3,6,"F",NA
"accelerometer","geopalz",3,3,6,"F",NA
"accelerometer","hapicoach nutrition coaching",3,3,6,"F",NA
"accelerometer","healbe",3,3,6,"F",NA
"accelerometer","health mate steps tracker & life coach by withings",3,3,6,"F",NA
"accelerometer","hexoskin",3,3,6,"F",NA
"accelerometer","huawei talkband",3,3,6,"F",NA
"accelerometer","icedot crash sensor",3,3,6,"F",NA
"accelerometer","ifit technologies",3,3,6,"F",NA
"accelerometer","ihealth",3,3,6,"F",NA
"accelerometer","intel basis peak",3,3,6,"F",NA
"accelerometer","ironman move x20",3,3,6,"F",NA
"accelerometer","jawbone up",3,3,6,"F",NA
"accelerometer","jumpstartcsr",3,3,6,"F",NA
"accelerometer","kiwi glance",3,3,6,"F",NA
"accelerometer","lechal shoe",3,3,6,"F",NA
"accelerometer","lg gizmopal vc100",3,3,6,"F",NA
"accelerometer","logbar ring",3,3,6,"F",NA
"accelerometer","lumo body tech",3,3,6,"F",NA
"accelerometer","lumus sleek",3,3,6,"F",NA
"accelerometer","manus vr",3,3,6,"F",NA
"accelerometer","maven co-pilot",3,3,6,"F",NA
"accelerometer","mbientlabs",3,3,6,"F",NA
"accelerometer","mc10 biostamp",3,3,6,"F",NA
"accelerometer","michael kors access",3,3,6,"F",NA
"accelerometer","microsoft band",3,3,6,"F",NA
"accelerometer","mimo sleep tracker",3,3,6,"F",NA
"accelerometer","mio link",3,3,6,"F",NA
"accelerometer","misfit",3,3,6,"F",NA
"accelerometer","moff.mobi",3,3,6,"F",NA
"accelerometer","mondevices",3,3,6,"F",NA
"accelerometer","moov personal coach",3,3,6,"F",NA
"accelerometer","moticon opengo",3,3,6,"F",NA
"accelerometer","moto 360",3,3,6,"F",NA
"accelerometer","mykronoz zefit",3,3,6,"F",NA
"accelerometer","myontec mbody",3,3,6,"F",NA
"accelerometer","narrative clip",3,3,6,"F",NA
"accelerometer","neuroon",3,3,6,"F",NA
"accelerometer","nevo watch",3,3,6,"F",NA
"accelerometer","nike fuelband",3,3,6,"F",NA
"accelerometer","nixon the mission",3,3,6,"F",NA
"accelerometer","nuubo",3,3,6,"F",NA
"accelerometer","nymi.com",3,3,6,"F",NA
"accelerometer","omsignal",3,3,6,"F",NA
"accelerometer","optinvent",3,3,6,"F",NA
"accelerometer","pebble watch",3,3,6,"F",NA
"accelerometer","pivotal living life1",3,3,6,"F",NA
"accelerometer","polar flow activity & sports analyzing",3,3,6,"F",NA
"accelerometer","polar smartwatch",3,3,6,"F",NA
"accelerometer","purecarbon",3,3,6,"F",NA
"accelerometer","qmedic",3,3,6,"F",NA
"accelerometer","quellrelief.com",3,3,6,"F",NA
"accelerometer","razer nabu",3,3,6,"F",NA
"accelerometer","recon jet",3,3,6,"F",NA
"accelerometer","record by under armour healthbox",3,3,6,"F",NA
"accelerometer","reebok checklight",3,3,6,"F",NA
"accelerometer","reemohealth",3,3,6,"F",NA
"accelerometer","rip curl searchgps",3,3,6,"F",NA
"accelerometer","rufus cuff",3,3,6,"F",NA
"accelerometer","samsung gear",3,3,6,"F",NA
"accelerometer","scribe labs",3,3,6,"F",NA
"accelerometer","sensecore",3,3,6,"F",NA
"accelerometer","sensmi band",3,3,6,"F",NA
"accelerometer","senso devices inc.",3,3,6,"F",NA
"accelerometer","sony smartwatch",3,3,6,"F",NA
"accelerometer","spire.io",3,3,6,"F",NA
"accelerometer","spree wearables",3,3,6,"F",NA
"accelerometer","striiv activity tracker",3,3,6,"F",NA
"accelerometer","striketec",3,3,6,"F",NA
"accelerometer","suunto",3,3,6,"F",NA
"accelerometer","tag heuer connected",3,3,6,"F",NA
"accelerometer","thalmic labs",3,3,6,"F",NA
"accelerometer","tinitell",3,3,6,"F",NA
"accelerometer","tomtom mysports",3,3,6,"F",NA
"accelerometer","unaliwear",3,3,6,"F",NA
"accelerometer","vancive medical technologies",3,3,6,"F",NA
"accelerometer","wahoo tickr",3,3,6,"F",NA
"accelerometer","wearit smartwatch",3,3,6,"F",NA
"accelerometer","wearnotch",3,3,6,"F",NA
"accelerometer","wellograph co. ltd.",3,3,6,"F",NA
"accelerometer","whoop strap",3,3,6,"F",NA
"accelerometer","wisewear",3,3,6,"F",NA
"accelerometer","withings activit",3,3,6,"F",NA
"accelerometer","xensr air",3,3,6,"F",NA
"accelerometer","xmetrics fit",3,3,6,"F",NA
"accelerometer","xsens mvn",3,3,6,"F",NA
"accelerometer","zeblaze classic",3,3,6,"F",NA
"accelerometer","zikto walk",3,3,6,"F",NA
"abbott navigator","googlefit",3,3,6,"F",NA
"abbott navigator","tidepool",3,3,6,"F",NA
"7 day food journal challenge","social support",3,3,6,"F",NA
"20/20 lifestyles","advices",3,3,6,"F",NA
"20/20 lifestyles","healthvault",3,3,6,"F",NA
